words,links,capital_words,spam_word_count,is_spam
222,4,3,2,0
504,8,6,4,1
313,10,28,10,1
141,1,1,1,0
101,2,3,1,0
183,2,9,0,0
594,6,19,3,1
202,3,8,6,1
88,3,2,2,0
523,10,19,10,1
55,3,26,7,1
182,1,0,0,0
405,7,17,8,1
140,0,2,1,0
752,6,24,3,1
606,10,17,7,1
728,2,22,3,1
271,4,4,2,0
226,5,8,2,0
93,2,1,2,0
454,2,0,5,0
107,0,1,2,0
21,0,6,1,0
716,4,9,8,1
331,2,2,4,0
46,0,7,0,0
760,2,24,3,1
361,9,25,9,1
415,3,19,9,1
306,1,6,0,0
375,2,0,2,0
30,0,2,4,0
219,1,8,1,1
197,10,21,8,1
733,3,0,5,1
259,0,1,6,0
655,7,10,1,1
691,3,26,3,1
593,5,3,10,1
193,0,0,2,0
896,3,17,8,1
293,1,2,1,0
842,2,23,0,1
579,9,17,7,1
419,2,10,3,1
59,1,0,1,0
338,6,25,4,1
210,3,2,2,0
300,0,1,1,0
103,2,2,2,0
679,8,7,10,1
165,4,3,1,0
540,7,28,10,1
352,4,15,4,1
294,5,2,1,0
50,0,1,0,0
120,2,21,3,1
243,2,1,2,0
36,2,2,6,0
376,2,26,7,1
192,7,13,4,1
96,1,2,6,0
257,3,1,1,0
466,2,1,0,0
29,1,2,1,0
30,0,0,2,0
547,3,2,3,1
114,8,0,3,1
815,2,13,7,1
778,3,10,3,1
195,4,0,2,0
216,0,2,2,0
935,9,17,10,1
99,1,0,2,0
943,10,24,9,1
182,4,17,0,1
171,3,15,6,1
344,1,0,0,0
908,2,27,9,1
176,4,5,5,1
185,5,3,2,0
244,2,0,1,0
80,4,19,6,1
865,5,7,3,1
119,0,27,7,1
459,2,0,1,0
542,2,12,3,1
226,2,0,1,0
174,10,18,7,1
132,1,0,0,0
101,1,7,7,1
177,2,1,0,0
75,0,0,2,0
108,1,4,0,0
229,1,3,2,0
233,0,0,1,0
880,8,24,10,1
316,3,3,5,1
459,2,7,8,1
796,3,25,2,1
205,7,13,7,1
158,1,3,0,0
656,9,13,3,1
757,9,30,3,1
108,0,0,9,1
143,4,0,8,1
348,6,1,7,1
454,0,0,0,0
41,0,3,2,0
560,1,3,8,1
590,2,30,8,1
249,9,4,6,1
161,0,2,0,0
189,4,8,9,1
550,4,19,4,1
98,6,3,6,1
341,2,19,8,1
57,0,1,2,0
174,4,0,1,0
28,0,1,0,0
361,3,14,10,1
161,4,4,1,1
469,4,3,5,1
121,2,10,3,1
296,2,3,1,0
452,4,20,5,1
246,5,9,3,1
830,9,23,10,1
514,5,7,10,1
213,2,1,1,0
121,0,17,4,1
246,0,1,2,0
318,4,25,6,1
226,3,19,4,1
412,6,6,4,1
199,7,5,4,1
298,3,22,8,1
153,5,13,3,1
161,6,16,4,1
253,0,3,1,0
288,0,3,1,0
192,3,9,9,1
184,2,4,1,0
186,2,5,6,1
209,4,2,4,1
977,3,5,6,1
194,2,1,0,0
302,0,11,7,1
1000,3,23,3,1
87,2,2,1,0
154,4,28,7,1
418,1,21,6,1
104,3,3,8,1
325,6,3,8,1
151,2,3,6,0
273,0,0,2,0
363,1,1,2,0
120,1,3,0,0
774,2,14,7,1
73,4,3,0,0
260,1,1,1,0
665,6,23,2,1
96,0,1,6,0
165,0,10,1,0
237,1,3,2,0
748,10,17,1,1
328,10,1,4,1
104,2,3,0,0
83,2,23,3,1
122,5,3,3,1
312,2,2,2,0
232,1,0,1,0
161,4,8,8,1
255,2,1,1,0
271,1,9,0,0
212,9,6,8,1
515,7,29,2,1
247,0,1,2,0
506,10,9,10,1
402,2,3,2,0
180,1,4,1,0
119,2,10,1,0
882,7,21,3,1
322,0,2,4,0
71,2,0,1,0
87,0,1,0,0
280,2,2,2,0
464,5,0,2,0
67,8,23,7,1
130,5,13,4,1
299,0,8,0,0
139,2,10,0,0
284,1,1,0,0
665,7,29,10,1
475,1,7,7,1
91,0,3,0,0
686,8,14,10,1
50,0,3,4,1
128,2,8,3,1
224,5,7,0,0
84,4,2,2,0
396,4,16,4,1
191,10,25,3,1
647,7,22,9,1
162,0,0,0,0
168,0,0,1,0
93,1,5,1,0
86,2,3,1,0
68,2,2,0,0
374,10,30,5,1
227,1,0,4,0
191,2,0,2,0
635,2,9,6,1
65,6,16,10,1
468,0,0,0,0
926,0,20,8,1
176,1,1,2,0
63,6,9,8,1
434,8,20,9,1
638,5,29,8,1
425,6,2,5,1
108,10,24,10,1
378,2,2,1,0
952,8,27,5,1
328,2,23,3,1
763,6,1,3,1
39,2,1,0,0
226,0,0,4,0
145,3,26,3,1
602,2,7,5,1
489,2,26,8,1
794,4,1,0,1
316,2,13,8,1
994,8,16,0,1
64,9,10,6,1
686,5,23,9,1
290,1,0,0,0
274,0,3,1,0
101,8,29,7,1
495,1,1,3,0
96,7,5,10,1
142,9,24,10,1
219,2,9,2,0
65,3,2,7,1
143,0,4,0,0
182,2,0,5,0
118,7,24,7,1
898,10,25,3,1
89,2,2,2,0
121,10,19,0,1
133,4,23,3,1
294,2,3,3,0
396,4,11,7,1
283,3,3,0,0
40,1,5,0,0
28,0,0,2,0
81,10,24,4,1
208,7,14,10,1
816,7,20,10,1
60,0,9,4,0
300,2,1,4,0
324,1,10,3,1
671,7,7,9,1
665,8,6,5,1
249,7,10,9,1
243,1,1,5,0
209,0,2,2,0
176,3,12,3,1
332,7,5,6,1
184,5,1,2,0
241,4,5,6,1
973,5,21,8,1
201,0,1,0,0
168,2,7,2,0
498,8,17,10,1
97,4,15,10,1
123,9,2,6,1
308,1,3,6,0
120,3,20,4,1
232,1,2,0,0
401,0,3,2,0
209,0,2,1,0
78,0,1,2,0
351,10,7,4,1
154,2,3,5,0
184,3,2,2,0
217,0,3,0,0
119,1,11,5,1
781,10,3,0,1
125,5,8,3,1
148,1,0,2,0
212,0,0,2,0
268,0,0,0,0
59,2,13,9,1
140,2,0,1,0
147,4,6,3,1
933,2,7,3,1
58,0,2,2,0
56,10,2,4,1
769,10,3,5,1
496,4,4,0,1
899,2,21,7,1
356,2,1,8,1
342,10,8,4,1
419,8,8,6,1
156,2,2,1,0
897,8,25,2,1
427,1,1,5,0
269,2,1,0,0
141,1,10,0,0
465,6,12,6,1
247,2,0,0,0
714,10,19,3,1
85,8,4,9,1
277,9,24,8,1
277,0,1,1,0
843,10,3,5,1
237,0,3,2,0
426,0,2,1,0
870,7,1,10,1
197,7,0,10,1
237,3,1,0,0
904,3,5,2,1
394,3,22,0,1
432,9,14,3,1
924,8,15,10,1
138,6,26,0,1
748,3,22,10,1
420,3,20,1,1
279,6,10,7,1
116,10,5,0,1
809,2,28,6,1
375,3,23,9,1
85,2,0,2,0
265,0,4,3,0
881,5,26,4,1
21,2,1,1,0
720,7,8,10,1
543,10,9,8,1
290,0,0,2,0
60,1,0,0,0
107,6,14,3,1
288,7,18,3,1
80,0,2,2,0
294,0,2,5,0
244,9,4,10,1
127,2,2,5,0
153,1,1,1,0
34,2,6,2,0
940,2,9,2,1
129,1,1,2,0
247,1,7,6,1
825,5,5,0,1
110,5,0,1,0
291,5,1,0,0
531,3,17,7,1
589,2,3,10,1
366,0,5,0,0
819,9,15,4,1
61,0,10,3,0
681,4,18,10,1
151,1,0,6,0
274,2,2,2,0
78,1,10,2,0
269,4,1,2,0
118,3,23,1,1
937,8,7,8,1
435,2,0,1,0
153,2,10,5,0
394,8,1,3,1
267,3,1,6,0
240,1,2,1,0
220,1,0,0,0
197,2,3,1,0
355,1,27,6,1
245,0,2,3,0
811,8,27,10,1
953,10,29,7,1
65,2,8,0,0
232,1,2,1,0
856,10,13,0,1
770,9,0,7,1
184,2,3,2,0
529,2,30,9,1
647,2,5,1,1
982,6,8,8,1
207,0,3,1,0
218,4,3,1,0
284,0,3,6,0
73,0,3,1,0
75,1,0,2,0
75,0,2,1,0
706,7,27,7,1
658,3,16,10,1
884,9,30,10,1
272,1,0,0,0
227,2,4,1,0
480,2,3,0,0
329,3,1,2,0
111,1,20,6,1
62,2,2,0,0
568,8,20,0,1
533,2,5,4,1
81,0,2,2,0
228,2,8,6,0
990,3,6,5,1
196,7,19,1,1
532,4,26,3,1
275,8,1,6,1
239,0,1,2,0
128,5,4,3,1
66,0,1,0,0
930,0,5,7,1
145,6,17,7,1
30,1,3,0,0
115,6,20,3,1
269,0,15,5,1
913,8,3,8,1
92,1,2,0,0
281,1,2,1,0
129,3,30,1,1
28,4,1,1,0
185,1,1,3,0
33,2,2,2,0
473,1,0,2,0
289,2,3,0,0
811,10,10,8,1
806,10,23,7,1
657,2,4,3,1
190,3,3,2,0
178,1,2,2,0
148,2,9,5,1
113,2,9,2,0
114,7,11,3,1
201,2,16,8,1
173,1,2,1,0
275,2,26,7,1
182,2,9,10,1
706,0,17,6,1
123,4,2,2,0
476,10,11,8,1
169,2,3,3,0
250,1,4,1,0
723,2,3,5,1
245,4,8,1,0
242,1,2,1,0
493,2,5,1,0
715,8,14,7,1
102,1,1,1,0
180,0,25,10,1
254,0,1,2,0
32,0,3,1,0
609,6,5,2,1
81,6,3,2,1
666,3,20,4,1
73,9,5,0,1
183,5,24,9,1
179,2,20,0,1
130,2,11,3,1
788,1,29,5,1
245,4,16,0,1
118,5,30,7,1
51,2,4,2,0
284,2,3,1,0
275,1,0,0,0
297,2,13,7,1
736,5,29,9,1
417,4,4,8,1
400,3,29,8,1
60,0,2,1,0
161,5,5,0,0
602,10,30,5,1
744,6,2,3,1
205,2,1,2,0
754,9,24,4,1
216,1,0,1,0
185,0,2,2,0
170,1,2,0,0
284,1,3,0,0
290,10,18,0,1
308,4,1,1,1
198,1,3,0,0
162,4,25,6,1
476,2,3,3,0
253,2,1,1,0
338,8,7,8,1
105,2,8,0,0
32,1,3,1,0
275,2,0,0,0
269,5,2,1,0
260,0,0,0,0
367,3,2,2,0
957,1,9,2,1
297,0,2,2,0
109,2,17,6,1
143,9,27,4,1
542,2,22,3,1
314,0,8,5,1
955,5,11,5,1
299,5,27,10,1
123,2,2,0,0
121,0,0,2,0
159,0,1,2,0
176,1,0,0,0
458,6,5,6,1
296,10,0,10,1
633,1,19,2,1
694,5,24,4,1
295,0,2,1,0
103,8,6,10,1
56,4,30,8,1
156,0,0,2,0
725,8,3,9,1
121,8,10,8,1
274,1,2,2,0
846,3,22,7,1
95,5,3,7,1
244,0,1,1,0
717,1,2,2,1
31,1,2,1,0
484,9,7,10,1
145,0,0,1,0
619,2,29,8,1
128,2,2,2,0
156,4,4,0,1
839,6,0,8,1
230,2,3,1,0
543,5,2,5,1
658,6,27,10,1
849,2,8,1,1
788,7,25,10,1
186,6,12,4,1
116,2,5,0,0
343,5,0,4,1
45,0,4,1,0
156,2,1,0,0
856,6,4,4,1
193,10,7,4,1
126,4,3,1,0
212,5,2,0,0
43,0,1,1,0
131,5,26,3,1
130,8,10,3,1
832,1,5,3,1
55,2,1,0,0
166,2,1,2,0
42,1,3,1,0
301,9,6,7,1
342,1,2,0,0
281,1,3,0,0
162,1,1,3,0
63,1,2,0,0
70,2,3,0,0
139,5,3,2,0
151,1,2,6,0
391,4,22,4,1
52,2,2,2,0
117,2,29,9,1
137,4,3,0,0
79,1,3,3,0
414,8,11,10,1
299,2,6,7,1
198,3,22,10,1
134,0,2,5,0
339,2,1,2,0
137,1,3,0,0
762,2,25,2,1
170,2,0,0,0
118,9,13,10,1
170,6,6,8,1
137,7,3,1,1
300,0,1,1,0
181,2,1,2,0
288,5,0,1,0
98,0,8,1,0
278,2,7,7,1
873,0,17,8,1
167,9,9,4,1
166,2,5,4,1
620,6,8,0,1
97,2,2,0,0
90,3,7,5,1
223,2,0,0,0
460,2,13,8,1
385,3,25,8,1
935,5,28,6,1
171,4,3,0,0
48,0,1,5,0
672,6,16,7,1
185,0,3,1,0
162,9,4,10,1
569,3,1,8,1
199,0,2,4,0
147,4,2,4,1
933,3,29,4,1
560,3,22,9,1
292,2,0,5,0
211,5,3,1,0
259,3,3,3,0
49,1,2,1,0
906,7,6,1,1
79,4,0,2,0
69,4,1,3,0
203,0,10,2,0
191,2,1,4,1
204,2,3,0,0
117,7,9,10,1
83,0,3,2,0
910,7,24,4,1
180,9,3,10,1
722,10,17,1,1
167,5,3,4,0
389,2,18,5,1
92,3,29,10,1
64,0,0,2,0
366,3,0,5,1
74,2,3,0,0
218,1,7,3,0
868,7,5,7,1
935,5,18,9,1
344,9,1,1,1
165,1,1,2,0
275,1,1,6,0
174,5,6,2,0
454,3,7,2,1
379,1,0,0,0
133,1,5,0,0
394,3,4,3,1
270,2,3,1,0
259,1,0,0,0
169,0,2,1,0
46,0,3,2,0
775,5,12,2,1
182,2,15,8,1
237,0,3,2,0
165,2,3,5,0
242,1,1,4,0
293,6,27,10,1
709,4,0,3,1
318,9,12,0,1
150,0,10,0,0
31,5,1,6,0
125,8,28,10,1
869,2,18,1,1
314,8,28,2,1
440,4,4,2,0
159,2,9,2,0
205,1,5,6,0
442,4,2,10,1
243,8,30,7,1
534,1,29,3,1
85,4,16,10,1
295,0,3,1,0
367,2,2,1,0
120,7,5,2,1
97,2,3,0,0
665,3,4,10,1
138,0,0,2,0
131,1,2,4,0
156,1,1,1,0
254,0,1,1,0
959,2,30,6,1
82,10,8,0,1
37,0,2,0,0
204,2,3,0,0
178,2,1,2,0
182,2,5,4,0
220,0,2,2,0
490,5,7,7,1
205,4,3,3,1
214,0,7,1,0
231,1,2,6,0
574,7,0,10,1
860,3,23,5,1
818,4,11,4,1
279,9,14,3,1
74,0,2,0,0
142,2,10,3,1
161,5,8,6,1
366,2,3,0,0
28,1,2,2,0
972,8,1,8,1
78,0,7,1,0
198,2,9,2,0
948,8,2,8,1
57,1,10,2,0
117,2,0,2,0
106,0,2,1,0
721,4,21,9,1
286,0,9,1,0
224,1,6,2,0
757,9,12,7,1
167,0,2,1,0
220,1,2,2,0
285,1,2,1,0
454,2,3,5,0
49,0,3,2,0
230,0,2,5,0
164,2,4,2,0
160,1,1,0,0
283,0,2,1,0
85,0,3,1,0
137,2,0,0,0
155,2,1,3,0
750,6,21,2,1
302,2,2,2,0
314,2,8,0,0
65,1,5,2,0
793,4,1,2,1
154,2,1,2,0
27,1,2,2,0
172,0,1,2,0
944,2,7,10,1
99,4,2,0,0
396,1,15,0,1
122,0,8,1,1
171,1,2,0,0
262,2,2,2,0
467,8,1,8,1
277,2,1,2,0
109,1,5,2,0
113,0,3,2,0
203,2,2,5,0
115,0,3,0,0
168,0,7,10,1
112,2,2,0,0
364,3,23,6,1
205,1,8,0,0
347,9,8,0,1
55,3,2,10,1
997,0,6,6,1
78,1,9,2,0
371,4,7,6,1
900,9,6,6,1
224,1,3,0,0
872,10,17,8,1
90,0,2,2,0
151,0,0,2,0
193,2,2,1,0
893,1,26,8,1
39,0,0,2,0
177,0,0,0,0
128,4,2,5,0
21,0,0,5,0
173,5,1,2,0
150,4,16,0,1
208,7,15,10,1
434,4,8,7,1
967,9,19,9,1
603,10,11,3,1
103,4,3,7,1
397,2,11,1,1
218,0,1,6,1
130,0,4,2,0
909,9,12,7,1
908,2,29,9,1
84,2,0,3,1
124,1,9,0,0
988,6,0,3,1
766,10,11,10,1
875,8,9,0,1
182,9,27,0,1
273,2,3,1,0
163,2,0,0,0
123,1,3,1,0
290,2,2,2,0
445,1,2,1,0
440,3,25,0,1
810,4,15,5,1
92,3,17,5,1
770,0,15,7,1
231,4,3,2,0
80,0,2,6,0
144,8,27,10,1
749,2,0,4,1
206,0,0,4,0
792,6,28,7,1
44,0,3,4,0
120,1,5,0,0
455,2,3,1,0
269,0,1,0,0
159,2,1,2,0
493,4,30,2,1
72,1,1,2,0
217,2,30,7,1
152,3,20,2,1
59,0,20,7,1
72,2,17,1,1
474,4,13,3,1
857,2,25,0,1
188,1,0,2,0
63,1,0,2,0
273,2,3,2,0
269,3,0,2,0
143,4,21,2,1
216,10,24,3,1
89,4,29,3,1
208,2,1,1,0
44,0,0,2,0
174,7,12,10,1
76,2,2,2,0
240,1,1,1,0
125,1,3,2,0
147,7,25,5,1
193,0,0,2,0
152,2,1,6,0
215,2,1,1,0
130,1,2,5,0
689,10,21,1,1
286,2,1,2,0
152,2,23,10,1
216,0,2,2,0
240,0,0,2,0
393,5,8,10,1
438,7,5,6,1
257,1,8,0,0
144,2,3,1,0
158,2,4,1,0
77,3,3,2,0
443,0,0,1,0
124,2,0,8,1
795,4,9,6,1
142,0,0,1,0
576,6,2,5,1
292,5,2,1,0
555,2,17,3,1
256,1,3,1,0
241,2,10,2,0
161,3,3,0,0
177,10,11,7,1
80,1,3,2,0
262,5,6,0,1
533,4,5,5,1
177,0,3,4,0
295,0,1,0,0
474,2,3,0,0
260,5,2,2,0
848,8,0,3,1
529,3,0,8,1
137,4,2,0,0
172,0,0,3,0
318,3,2,7,1
371,0,1,3,1
25,2,7,0,0
678,3,22,3,1
281,1,4,2,0
901,3,28,6,1
81,0,0,1,0
267,2,1,0,0
238,1,2,1,0
62,0,10,2,0
132,2,2,6,0
159,1,0,2,0
236,1,10,2,0
422,5,23,7,1
141,7,19,3,1
28,1,2,2,0
148,0,0,2,0
247,2,3,2,0
476,2,1,9,1
33,1,1,1,0
431,4,5,5,1
576,0,12,3,1
249,7,6,3,1
170,2,11,10,1
39,0,0,1,0
549,3,22,5,1
409,10,25,4,1
179,0,2,0,0
240,0,3,5,0
234,4,25,5,1
295,2,1,1,0
545,10,7,0,1
415,6,29,6,1
937,3,20,4,1
506,4,12,7,1
20,2,2,0,0
600,8,15,6,1
392,6,28,9,1
282,4,26,6,1
145,1,3,2,0
465,2,3,2,0
45,2,0,1,0
959,9,28,10,1
261,0,0,4,0
260,0,3,5,0
242,2,3,0,0
74,0,2,0,0
119,0,3,1,0
132,6,14,7,1
257,4,3,1,0
182,4,7,8,1
287,1,8,2,0
835,5,18,10,1
141,1,2,3,1
100,2,10,2,1
259,0,3,1,0
629,7,29,10,1
205,0,1,2,0
244,2,1,7,1
415,5,3,1,0
323,9,20,7,1
418,0,2,2,0
452,5,24,3,1
103,2,25,7,1
40,1,10,3,0
301,1,9,2,0
322,5,2,1,0
298,3,1,2,0
167,3,29,3,1
208,2,15,0,1
397,1,1,2,0
233,4,8,2,0
226,0,3,0,0
232,0,3,1,0
200,2,6,0,0
232,0,0,1,0
210,4,0,1,0
377,1,11,0,1
195,2,28,3,1
185,1,0,7,1
144,5,29,6,1
189,5,5,7,1
429,1,3,4,0
60,0,0,0,0
232,2,4,2,0
167,0,8,1,0
411,1,3,2,0
281,2,1,1,0
66,3,26,9,1
720,5,12,2,1
750,3,18,3,1
106,1,1,0,0
598,9,20,6,1
193,2,1,1,1
282,4,26,6,1
195,1,0,0,0
785,5,17,4,1
782,6,6,8,1
26,0,0,0,0
249,1,3,1,0
110,0,3,1,0
295,2,23,4,1
316,8,22,4,1
216,0,8,2,0
197,3,3,2,0
133,0,1,1,0
94,3,2,2,0
209,3,0,6,0
73,0,0,0,0
261,2,0,2,0
132,0,10,0,0
148,2,0,1,0
164,2,3,1,0
225,0,3,6,0
780,9,7,3,1
309,2,26,7,1
81,2,1,2,0
935,8,12,5,1
984,6,20,4,1
247,0,0,0,0
677,4,25,3,1
680,4,8,0,1
602,6,12,10,1
317,3,24,3,1
90,7,17,8,1
392,7,10,2,1
199,2,22,4,1
184,9,28,7,1
893,2,12,9,1
803,10,1,8,1
934,7,11,4,1
147,0,3,2,0
971,0,13,3,1
359,0,2,2,0
155,2,8,1,0
170,4,20,7,1
376,8,19,8,1
375,1,6,1,0
275,0,1,0,0
589,3,24,5,1
277,1,1,0,0
234,4,29,5,1
239,2,26,10,1
799,2,5,8,1
285,0,1,0,0
779,0,6,2,1
83,1,0,0,0
112,7,6,5,1
162,4,1,4,0
149,6,5,0,1
521,1,5,9,1
174,2,2,3,0
898,8,27,8,1
162,8,12,8,1
168,1,0,1,0
192,1,1,1,0
317,0,1,1,0
357,6,15,7,1
33,1,2,2,0
565,10,14,10,1
179,4,1,2,0
262,1,2,5,0
64,2,0,5,0
616,4,30,5,1
909,1,25,4,1
446,8,3,10,1
92,1,3,1,0
911,3,17,4,1
870,3,20,3,1
161,1,3,1,0
165,1,2,0,0
721,3,27,3,1
40,2,3,2,0
828,8,12,4,1
177,4,3,5,0
248,3,19,6,1
293,1,3,0,0
232,6,29,9,1
443,0,3,1,0
477,10,15,8,1
188,1,3,0,0
334,5,5,9,1
29,2,3,5,0
159,2,3,0,0
38,2,6,1,0
99,0,1,1,0
164,2,26,10,1
788,3,0,8,1
431,9,21,2,1
399,9,21,2,1
229,0,1,2,0
650,6,17,9,1
22,0,3,3,0
197,9,6,3,1
26,2,1,2,0
846,3,16,5,1
81,1,1,2,0
670,2,16,2,1
121,0,9,6,0
402,2,3,2,0
687,3,13,1,1
871,3,10,8,1
502,10,27,6,1
99,2,2,2,0
195,3,17,6,1
638,2,25,1,1
231,3,9,9,1
207,2,2,2,0
224,0,3,2,0
79,2,3,6,0
381,4,6,2,0
568,4,17,10,1
58,2,1,0,0
904,3,23,7,1
812,7,11,6,1
108,1,2,0,0
777,2,5,4,1
453,1,7,0,1
326,8,11,4,1
252,10,17,9,1
299,1,2,0,0
34,1,1,1,0
138,7,28,4,1
59,2,0,0,0
480,3,11,1,1
107,4,18,8,1
638,9,1,6,1
76,0,2,2,0
226,3,5,5,1
293,10,19,2,1
96,1,0,2,0
748,3,22,3,1
242,0,3,0,0
438,3,1,3,1
959,3,13,10,1
528,7,5,8,1
522,9,16,10,1
376,0,7,5,1
966,10,20,10,1
254,5,3,2,0
524,2,11,4,1
249,0,3,3,0
271,1,3,6,0
226,2,3,2,0
803,0,16,5,1
405,1,3,2,0
757,7,19,6,1
813,9,11,0,1
245,5,28,7,1
161,0,1,2,0
128,1,24,1,1
48,5,9,1,0
216,7,23,10,1
153,3,30,3,1
242,0,1,1,0
295,2,1,3,0
776,10,9,3,1
613,2,13,5,1
82,7,28,9,1
183,0,2,0,0
80,3,13,6,1
76,1,3,2,0
45,2,1,5,0
922,6,7,10,1
